纬度,经度,任务标价,任务号码,距离
22.56648854,113.8811251,72.09428651,39,0.176587772
22.56657119,113.9046491,72.11140675,40,0.18049638
22.56674424,113.9049221,72.10734697,41,0.154836679
22.56702598,113.9105272,72.10896232,42,0.172318936
22.56723379,113.8977448,72.08588146,43,0.174766188
22.56746423,113.8986769,72.08099174,44,0.177402215
22.567487,113.912186,72.10000884,45,0.174484775
22.56777274,113.9082635,72.08596681,46,0.17132634
22.56840437,113.8955019,72.05381571,47,0.179759652
22.56899572,113.920738,72.07843267,48,0.176881938
22.56910214,113.8860951,72.02976544,49,0.180632593
22.56947268,113.8957334,72.02686792,50,0.181567709
22.56975718,113.9104326,72.03858177,51,0.169465405
22.56988703,113.9002529,72.02096939,52,0.168071497
22.56992336,113.9013757,72.02135432,53,0.171868399
22.570735,113.888782,71.98986681,54,0.180467517
22.570735,113.888782,71.98986681,55,0.172680499
22.57076412,113.8772541,71.98609847,56,0.179032731
22.5708103,114.1445953,75.14437298,57,0.17055
22.57090061,113.9002321,71.99519474,58,0.182012147
22.57091037,113.9009025,71.99570933,59,0.176175251
22.57119236,113.8871773,71.97754035,60,0.177947865
22.57129816,113.8920232,71.97768179,61,0.172325935
22.57134458,113.894243,71.9781837,62,0.17644406
22.57149045,113.9052479,71.98645705,63,0.179103947
22.57149045,113.9052479,71.98645705,64,0.182078581
22.57168291,113.8877469,71.96547102,65,0.184819404
22.57170781,113.9054286,71.98118112,66,0.178511432
22.57170781,113.9054286,71.98118112,67,0.170347206
22.57170781,113.9054286,71.98118112,68,0.179235799
22.57170781,113.9054286,71.98118112,69,0.172034346
22.57170781,113.9054286,71.98118112,70,0.181245215
22.57179737,113.8938529,71.96644642,71,0.172171785
22.57185771,113.8777792,71.95872175,72,0.17847225
22.57208701,113.9050434,71.97102696,73,0.179975077
22.57231277,113.8860783,71.94892823,74,0.175917667
22.57243072,113.8808339,71.94459576,75,0.164335503
22.57254222,113.8756012,71.94176416,76,0.175068369
22.57267667,113.8805319,71.93841056,77,0.171295909
22.57303132,113.8814413,71.92967656,78,0.182429745
22.57321737,113.9060088,71.94368902,79,0.16928442
22.57325564,113.9087706,71.94672818,80,0.170265313
22.57329032,113.8982118,71.93265657,81,0.164341069
22.57352699,113.8751521,71.91730286,82,0.163064529
22.5736525,113.8819075,71.91424992,83,0.173543868
22.57383761,113.8956075,71.91652096,84,0.18322243
22.57393075,113.8960683,71.91457392,85,0.17859847
22.57414978,113.8793988,71.90159005,86,0.171916137
22.57422767,113.8796345,71.89966403,87,0.17510051
22.5744374,113.8899815,71.89757434,88,0.144516638
22.574552,113.9023326,71.90530938,89,0.170790961
22.57459415,113.8718554,71.89158775,90,0.164659696
22.57467328,113.8863806,71.89001459,91,0.165142387
22.57483549,113.8811973,71.88468745,92,0.165353285
22.57498525,113.8967105,71.88867636,93,0.17858965
22.57500555,113.8905324,71.88368941,94,0.167285729
22.57514149,113.8960094,71.88415998,95,0.16736467
22.57539261,113.8912634,71.874457,96,0.170293654
22.57609517,113.8906835,71.85660368,97,0.170722261
22.57622074,113.8767875,71.85030194,98,0.180451251
22.57622074,113.8767875,71.85030194,99,0.17909989
22.5765008,113.8737567,71.84391759,100,0.166789473
22.57711212,113.873867,71.82881829,101,0.168106053
22.57712134,113.8638951,71.83339743,102,0.164584492
22.57713838,113.8815121,71.82763324,103,0.180817954
22.57721378,113.8818248,71.82580601,104,0.165975994
22.57722035,113.8746355,71.82597304,105,0.181230641
22.57733564,113.9020945,71.83521928,106,0.166257302
22.57756841,113.9026461,71.83002419,107,0.179244485
22.5775761,113.8823847,71.81692812,108,0.17231501
22.5775761,113.8823847,71.81692812,109,0.181253982
22.5777155,113.8761729,71.81349749,110,0.175834352
22.57806395,113.8930076,71.80908227,111,0.182365351
22.57870726,113.8713344,71.79042241,112,0.172648841
22.57942148,113.8916572,71.77465305,113,0.167763042
22.57966228,113.8765668,71.76561304,114,0.167711321
22.57966703,113.8737324,71.76611185,115,0.181222846
22.57987513,113.8978568,71.76787272,116,0.180110071
22.57990534,113.8820968,71.75952478,117,0.175716691
22.57991456,113.9186506,71.79573043,118,0.160969599
22.58005616,113.9179984,71.79093564,119,0.167618542
22.58012226,113.8844056,71.75456489,120,0.164310054
22.58032008,113.8983582,71.75730047,121,0.182192978
22.58035946,113.8984183,71.7563797,122,0.174750958
22.580747,113.880359,71.73878516,123,0.166545885
22.58078574,113.9069813,71.75518179,124,0.179941909
22.58079663,113.8673371,71.74132838,125,0.181384254
22.58095046,113.8998611,71.7430905,126,0.161880407
22.58112485,113.8957339,71.73529981,127,0.170452877
22.58118773,113.919615,71.76569136,128,0.181207655
22.58130002,113.8912427,71.72814488,129,0.168158897
22.58130333,113.916484,71.75695675,130,0.18008021
22.58133203,113.9072224,71.74194063,131,0.168217985
22.58138401,113.8873563,71.7244093,132,0.172267073
22.58138757,113.8648453,71.72857541,133,0.167087048
22.58141842,113.9088748,71.74202637,134,0.181391114
22.58145629,113.8647656,71.72696334,135,0.16598966
22.58148284,113.9198961,71.75885853,136,0.168095039
22.58156106,113.8911684,71.72169405,137,0.166269835
22.58156106,113.8911684,71.72169405,138,0.143586303
22.58166841,113.8803978,71.71625583,139,0.166348218
22.58170945,113.9080152,71.73363436,140,0.167621363
22.58175242,114.1113526,74.01252215,141,0.164907024
22.58175242,114.1113526,74.01252215,142,0.239592255
22.58175242,114.1113526,74.01252215,143,0.181639323
22.58196682,113.8926201,71.71253,144,0.143651657
22.58197694,113.9099919,71.72974992,145,0.242124875
22.58198463,113.9089284,71.72805928,146,0.170626396
22.5819847,113.8802641,71.70853459,147,0.210619328
22.58208009,113.9149636,71.73496143,148,0.178347462
22.58210228,113.9084619,71.72450549,149,0.167924446
22.58237794,113.9134731,71.72510106,150,0.161549827
22.58240219,113.9123868,71.72278247,151,0.172539504
22.58246985,113.8750986,71.69736702,152,0.174620076
22.58256967,113.9075724,71.71175718,153,0.173223437
22.58264451,113.9104378,71.71385251,154,0.182969652
22.58280433,113.9046467,71.70236296,155,0.173248766
22.58286164,113.9106085,71.70872587,156,0.164460064
22.5829664,113.8942729,71.68903385,157,0.172657418
22.58298546,113.8928811,71.68771147,158,0.173177205
22.5831793,113.8718454,71.68120457,159,0.176894262
22.58333928,113.8736621,71.67666566,160,0.173495922
22.58336455,113.8930415,71.67852882,161,0.173491312
22.5834227,113.8736621,71.67464305,162,0.173234757
22.58376293,113.905228,71.67943243,163,0.173561669
22.58399642,113.8761775,71.66006359,164,0.172854993
22.58407411,113.875928,71.65823612,165,0.173131901
22.58410432,113.9122078,71.68038786,166,0.176622166
22.58433891,113.8809909,71.65126166,167,0.174887291
22.5844226,113.8705045,71.65171397,168,0.173803512
22.5844493,113.9016649,71.65874297,169,0.173872921
22.58447308,113.8933025,71.65160878,170,0.174106612
22.58448467,113.9136259,71.67319457,171,0.174558323
22.58464742,113.8803318,71.64378977,172,0.174405529
22.58466698,113.9117696,71.66585615,173,0.173945642
22.58466698,113.9117696,71.66585615,174,0.173174129
22.58466698,113.9117696,71.66585615,175,0.171766769
22.58466698,113.9117696,71.66585615,176,0.175233633
22.58466984,113.8765473,71.64368322,177,0.175071029
22.58483596,113.907636,71.65600319,178,0.173752052
22.58485611,113.8804518,71.63873148,179,0.175667525
22.58491335,113.8798055,71.63737107,180,0.176246648
22.58503773,113.8709198,71.63667395,181,0.183335229
22.58505996,113.8804038,71.63379769,182,0.17680232
22.58505996,113.8804038,71.63379769,183,0.17780134
22.58505996,113.8804038,71.63379769,184,0.174942656
22.58536351,113.8758489,71.62707597,185,0.184746699
22.58541388,113.8931929,71.62863458,186,0.17669487
22.58551616,113.8933101,71.62621393,187,0.176109096
22.58551616,113.8933101,71.62621393,188,0.176372489
22.58551616,113.8933101,71.62621393,189,0.177071741
22.58569297,113.868949,71.62189994,190,0.178521601
22.58590837,113.8689944,71.61669415,191,0.187190284
22.58594296,113.8795634,71.61249968,192,0.189969837
22.5861062,113.8943549,71.61249367,193,0.177579039
22.58639426,113.866136,71.60681284,194,0.19051489
22.58646502,113.9083893,71.6170471,195,0.180115275
22.5865403,113.8939175,71.60169588,196,0.182859075
22.58657224,113.8948959,71.60151791,197,0.188678723
22.58662304,113.894923,71.60030269,198,0.1855525
22.58665744,113.9007896,71.60400225,199,0.188618245
22.58666121,113.9091719,71.6132707,200,0.190624814
22.58680135,113.8936142,71.59519244,201,0.179579691
22.58680135,113.8936142,71.59519244,202,0.202392366
22.58685109,113.8936543,71.59401011,203,0.189187931
22.58696366,113.8682111,71.59181486,204,0.179869533
22.58699587,113.8709936,71.5895398,205,0.19441897
22.58699587,113.8709936,71.5895398,206,0.188461291
22.58699587,113.8709936,71.5895398,207,0.188693761
22.58699587,113.8709936,71.5895398,208,0.185695292
22.58700738,113.9231605,71.62814397,209,0.182010959
22.58702486,113.8798536,71.58640118,210,0.188938329
22.58704292,113.9070484,71.60125955,211,0.206815867
22.58710274,113.9096838,71.60316201,212,0.195074942
22.58714232,113.92269,71.62387016,213,0.190799897
22.58732409,113.9078329,71.5953669,214,0.189064874
22.58750507,113.9071832,71.59015789,215,0.193414288
22.58750507,113.9071832,71.59015789,216,0.206786272
22.58756183,113.9117972,71.59488474,217,0.205166094
22.58787964,113.8661848,71.57121438,218,0.190913337
22.58787964,113.8661848,71.57121438,219,0.187234692
22.58799559,113.8819219,71.56299614,220,0.206035042
22.58815192,113.9024624,71.56928181,221,0.205446296
22.58829674,113.8708217,71.5584689,222,0.19346848
22.58839284,113.8676965,71.55794392,223,0.193963972
22.58961102,113.918917,71.5562584,224,0.206416124
22.5896745,113.9037767,71.5337434,225,0.186667601
22.58975974,113.9195555,71.55376545,226,0.205278831
22.58990279,113.8898939,71.51871403,227,0.194364448
22.59001679,113.8669876,71.519727,228,0.177439807
22.59021636,113.9036465,71.52053529,229,0.18012157
22.59026789,113.8716802,71.51104886,230,0.180918842
22.59051277,113.8960994,71.50719759,231,0.192653798
22.59051277,113.8960994,71.50719759,232,0.205962359
22.59051277,113.8960994,71.50719759,233,0.206365703
22.59051277,113.8960994,71.50719759,234,0.18730992
22.59056162,113.8711638,71.50431637,235,0.206188932
22.59097019,113.8858211,71.49211957,236,0.187768609
22.59101334,113.9031454,71.50085018,237,0.20446219
22.59188831,113.8995566,71.47670316,238,0.181480626
22.59219208,113.866349,71.46863319,239,0.190113145
22.5931062,113.9021913,71.44980583,240,0.179034972
22.5931062,113.9021913,71.44980583,241,0.181002944
22.59407372,113.8948922,71.42149985,242,0.178161294
22.59407372,113.8948922,71.42149985,243,0.19684533
22.59461111,113.9010205,71.41295236,244,0.189464418
22.59509216,114.1209645,73.94273149,245,0.181612247
22.59509216,114.1209645,73.94273149,246,0.182326013
22.59542882,113.9002998,71.39297556,247,0.205445676
22.59600774,113.8942174,71.37539636,248,0.206447929
22.5963842,113.9044936,71.37402936,249,0.181264158
22.59671787,114.4823321,85.28243927,250,0.197591975
22.60766566,113.8585519,71.11853444,251,0.189099315
22.60951798,114.1294791,73.86299707,252,0.190939132
22.63892492,114.5130004,85.85646339,253,0.182508914
22.64797517,114.237841,76.59752526,254,0.182067889
22.65746229,114.3476957,80.09990704,255,0.20243636
22.65746229,114.3476957,80.09990704,256,0.182820754
22.65746229,114.3476957,80.09990704,257,0.20666951
22.65746229,114.3476957,80.09990704,258,0.196762835
22.65746229,114.3476957,80.09990704,259,0.206642855
22.65746229,114.3476957,80.09990704,260,0.182790481
22.65746229,114.3476957,80.09990704,261,0.186781993
22.65746229,114.3476957,80.09990704,262,0.205427664
22.65746229,114.3476957,80.09990704,263,0.182830365
22.65746229,114.3476957,80.09990704,264,0.203040437
22.65746229,114.3476957,80.09990704,265,0.206239177
22.65746229,114.3476957,80.09990704,266,0.195491895
22.65746229,114.3476957,80.09990704,267,0.194614311
22.65746229,114.3476957,80.09990704,268,0.1853693
22.65746229,114.3476957,80.09990704,269,0.205998933
22.65746229,114.3476957,80.09990704,270,0.203876872
22.65746229,114.3476957,80.09990704,271,0.205632528
22.65746229,114.3476957,80.09990704,272,0.193889199
22.65746229,114.3476957,80.09990704,273,0.200643888
22.65746229,114.3476957,80.09990704,274,0.198402145
22.65746229,114.3476957,80.09990704,275,0.183159814
22.66929059,113.8178262,69.92588955,276,0.183110968
22.67455842,114.2277209,75.95984172,277,0.18337688
22.67679151,114.1684238,74.02600738,278,0.19933381
22.67679151,114.1684238,74.02600738,279,0.183712953
22.69828145,114.2436941,76.25983782,280,0.195395227
22.69859979,114.2430947,76.23750545,281,0.202484683
22.69864675,114.2417616,76.19334683,282,0.193605856
22.69864675,114.2417616,76.19334683,283,0.212823045
22.69891398,114.2397181,76.12408157,284,0.2004848
22.69916025,114.2432151,76.23681837,285,0.20496883
22.69916025,114.2432151,76.23681837,286,0.201387226
22.69926799,114.2641916,76.92718269,287,0.188558617
22.69958647,114.2421262,76.19755346,288,0.189120815
22.69963949,114.1445579,73.06928826,289,0.193567455
22.700032,114.2367534,76.01768422,290,0.196115286
22.70004714,114.2402084,76.13083784,291,0.197748184
22.70011627,114.2462028,76.32713496,292,0.190031457
22.70011627,114.2462028,76.32713496,293,0.195154786
22.7001461,114.2400287,76.12413263,294,0.196921532
22.70023796,114.239063,76.09170856,295,0.205462517
22.70044834,114.2409769,76.15277533,296,0.189707657
22.70049094,114.2406953,76.1431871,297,0.202782472
22.700952,114.235173,75.95841791,298,0.195979387
22.70123997,114.2335408,75.90265141,299,0.205732198
22.70131065,114.2336007,75.90404113,300,0.186744215
22.70135788,114.2380673,76.04996381,301,0.202228065
22.70150175,114.2336098,75.9027973,302,0.193243156
22.70179996,114.2462511,76.31508265,303,0.188004083
22.70190763,114.2362357,75.9855163,304,0.204821612
22.70241604,114.2331824,75.88147637,305,0.192347332
22.7026585,114.2364309,75.98590733,306,0.197914318
22.70285781,114.2351984,75.94395006,307,0.201853704
22.70289012,114.2364959,75.98619544,308,0.204874912
22.70316484,114.2478272,76.35603236,309,0.190668546
22.70355002,114.2364764,75.98033202,310,0.205634238
22.70375668,114.2361072,75.96660891,311,0.203544585
22.70415964,114.2345823,75.91350698,312,0.194273621
22.70442389,114.2449521,76.25159085,313,0.191580636
22.70458164,114.2378447,76.01708194,314,0.204722291
22.70468225,114.234143,75.89504507,315,0.192867266
22.70584501,114.2428698,76.1721629,316,0.204324841
22.70601576,114.2416887,76.13207071,317,0.199691129
22.70652075,114.237706,75.99756859,318,0.20428217
22.70677747,114.2341628,75.87956056,319,0.198076193
22.70743279,113.9300131,69.38100834,320,0.2028096
22.70743279,113.9300131,69.38100834,321,0.180439924
22.70743279,113.9300131,69.38100834,322,0.200779175
22.70743279,113.9300131,69.38100834,323,0.204180957
22.70743279,113.9300131,69.38100834,324,0.205151395
22.70743279,113.9300131,69.38100834,325,0.201216225
22.70831192,114.2434107,76.1711902,326,0.204017563
22.70831192,114.2434107,76.1711902,327,0.205770005
22.70838561,114.2383159,76.003466,328,0.211851569
22.70880822,114.2351312,75.89598076,329,0.205102095
22.70895636,114.239904,76.05128415,330,0.208119426
22.7091761,114.2457202,76.24063204,331,0.199484695
22.70931634,114.2465701,76.26753373,332,0.205863755
22.70933559,114.2612754,76.75217928,333,0.144868625
22.70964989,114.2611294,76.74502601,334,0.144438556
22.71013195,114.2495414,76.35926668,335,0.141296547
22.7101966,114.2527857,76.46564439,336,0.146937262
22.71102811,114.2369819,75.94028101,337,0.144996935
22.71142907,114.2635062,76.81058388,338,0.135187122
22.71199767,114.2468397,76.2568156,339,0.135911113
22.71392643,114.237995,75.95278614,340,0.134397098
22.71392643,114.237995,75.95278614,341,0.13446319
22.71448951,114.2443288,76.1566293,342,0.13473532
22.71524652,114.2459915,76.20599008,343,0.133114678
22.71594076,114.2641777,76.80087924,344,0.13307262
22.71611614,114.2474716,76.24865054,345,0.133057908
22.71626246,114.2704209,77.00539867,346,0.134893981
22.71657334,114.26462,76.81116176,347,0.133909874
22.71670893,114.2452346,76.17107414,348,0.136253703
22.7167929,114.2703179,76.99834768,349,0.133419399
22.71786812,114.2729068,77.0768827,350,0.134443643
22.71811748,114.2480026,76.25253929,351,0.132212099
22.71811748,114.2480026,76.25253929,352,0.141608291
22.71823136,114.248542,76.26951502,353,0.133437413
22.71839144,114.2575495,76.56521091,354,0.131619596
22.7187968,114.267027,76.87578242,355,0.132100218
22.71886556,114.2658133,76.83514587,356,0.132762589
22.71895274,114.26092,76.67275363,357,0.13354848
22.71896733,114.2673088,76.88397368,358,0.141104712
22.71929156,114.2602181,76.64731506,359,0.141769623
22.71937803,114.2732478,77.07807982,360,0.132009441
22.719527,114.265143,76.8085658,361,0.131954969
22.71974273,114.2483255,76.25236744,362,0.132876758
22.72020559,114.2920284,77.69744157,363,0.13170132
22.72080215,114.2680007,76.89477435,364,0.133382935
22.72085613,114.247361,76.2133918,365,0.132647253
22.72115584,114.24764,76.22062237,366,0.137322168
22.72171594,114.2780743,77.2229887,367,0.131573675
22.72171594,114.2780743,77.2229887,368,0.141434644
22.72204702,114.2629243,76.71874106,369,0.134406539
22.72216701,114.2663643,76.83175431,370,0.130248131
22.72222972,114.2627237,76.71093698,371,0.130298882
22.722242,114.264709,76.77650442,372,0.131358263
22.72230496,114.2514128,76.33734657,373,0.131939412
22.72237661,114.2636763,76.74148723,374,0.131045233
22.72243511,114.260494,76.63594819,375,0.130845513
22.722555,114.301004,77.98198834,376,0.139817922
22.72256534,114.2786661,77.23718235,377,0.139141432
22.72269971,114.2725735,77.03406182,378,0.13120703
22.72272447,114.2509725,76.32018613,379,0.139425555
22.72282036,114.2654813,76.79835575,380,0.130876934
22.723003,114.269186,76.91984212,381,0.131207439
22.72312465,114.2747366,77.10311333,382,0.130023159
22.72325227,114.2995404,77.928598,383,0.13123279
22.723273,114.2754344,77.12533169,384,0.130142863
22.72370574,114.2917726,77.66630852,385,0.131442384
22.72375496,114.2615501,76.66246201,386,0.130626554
22.72391473,114.2957052,77.79624978,387,0.131306213
22.72404221,114.2721836,77.01261408,388,0.129664373
22.72426525,114.296727,77.82816676,389,0.129602739
22.72428899,114.2620111,76.67434123,390,0.131490929
22.7243195,114.261971,76.67282489,391,0.129010202
22.72442564,114.2919969,77.66924934,392,0.146489209
22.72459528,114.2756081,77.1227626,393,0.131518021
22.72492675,114.2731306,77.03848214,394,0.134160888
22.7250156,114.2718812,76.99649807,395,0.134564913
22.72504817,114.2923585,77.67741953,396,0.128926117
22.72531133,114.2971672,77.83633218,397,0.129752944
22.725358,114.261811,76.66108787,398,0.128489654
22.72538813,114.2953439,77.77495152,399,0.137517403
22.72538813,114.2953439,77.77495152,400,0.128104094
22.72554895,114.2724564,77.01226226,401,0.131132086
22.72554895,114.2724564,77.01226226,402,0.129788991
22.72556414,114.2764771,77.1455832,403,0.144909571
22.72570425,114.2277593,75.54178803,404,0.129145523
22.72570425,114.2277593,75.54178803,405,0.129512426
22.72610429,114.2414213,75.98560676,406,0.129136634
22.72639295,114.2470148,76.1673508,407,0.136802906
22.72673316,114.2735391,77.04090287,408,0.13451634
22.72704287,114.2996199,77.90764317,409,0.131225722
22.72726491,114.3009914,77.95215054,410,0.133418042
22.727814,114.260776,76.61197816,411,0.128210579
22.72789728,114.2642955,76.72775897,412,0.128854079
22.72805604,114.2974051,77.82747851,413,0.128924891
22.72823238,114.2624803,76.66576852,414,0.130315497
22.72837483,114.2928568,77.67369422,415,0.12919449
22.7284182,114.2362671,75.80323704,416,0.131406727
22.72852163,114.2297897,75.59133208,417,0.129126988
22.72853255,114.2437285,76.04678257,418,0.133519764
22.72855155,114.2641527,76.71913922,419,0.130653163
22.72904357,114.2638435,76.70600635,420,0.127780724
22.72905166,114.2782714,77.1840435,421,0.129098862
22.72905239,114.2260978,75.46816441,422,0.128945428
22.729348,114.279054,77.20828643,423,0.129634705
22.72943188,114.2668519,76.8032035,424,0.127209006
22.72951735,114.2401706,75.9245181,425,0.130199776
22.72951735,114.2401706,75.9245181,426,0.129638614
22.72961404,114.2445572,76.06766573,427,0.128748483
22.72986374,114.2939012,77.6996915,428,0.136438418
22.73004117,114.2408795,75.94471338,429,0.1357068
22.73007657,114.3032102,78.0095553,430,0.129110063
22.73007657,114.3032102,78.0095553,431,0.126962886
22.73008534,114.3031914,78.00887574,432,0.1290734
22.73028254,114.2304955,75.60427306,433,0.128372501
22.73048185,114.2297108,75.57760161,434,0.126771852
22.73052926,114.2806588,77.25468291,435,0.136807165
22.7307068,114.2656576,76.7562699,436,0.127190602
22.73073172,114.2289927,75.55282782,437,0.128267609
22.7307581,114.2424576,75.99230325,438,0.129516901
22.73079366,114.2683862,76.8460434,439,0.155680015
22.7308492,114.2427673,76.00193183,440,0.128904462
22.73132808,114.2403392,75.91973373,441,0.127259452
22.731477,114.275707,77.08473349,442,0.128615331
22.73156241,114.2875823,77.47908305,443,0.126670827
22.73173241,114.2616635,76.61841584,444,0.133740609
22.73177451,114.2492856,76.2105316,445,0.135672202
22.73188624,114.3028398,77.98662429,446,0.126587696
22.73188624,114.3028398,77.98662429,447,0.136538139
22.73194096,114.2749276,77.05621295,448,0.131586781
22.73195469,114.2752788,77.0677869,449,0.127574486
22.73198558,114.2752286,77.06594487,450,0.129118
22.73198737,114.2326041,75.66346611,451,0.128248947
22.73202618,114.2323695,75.65560819,452,0.126690271
22.732041,114.297093,77.79359853,453,0.127537352
22.7322152,114.2746865,77.04665211,454,0.127644694
22.73221664,114.2567647,76.45409984,455,0.126745273
22.732243,114.261357,76.60540286,456,0.127336534
22.73230316,114.2938262,77.68301849,457,0.126645436
22.73235925,114.2866672,77.44403028,458,0.136787916
22.73235925,114.2866672,77.44403028,459,0.126541455
22.73248785,114.2374423,75.81857416,460,0.126364484
22.73258234,114.2324722,75.65590233,461,0.129244045
22.732721,114.261045,76.5924136,462,0.127193939
22.73287891,114.2611436,76.59478338,463,0.130327085
22.73297241,114.2872194,77.4589339,464,0.132883685
22.73305308,114.3011875,77.92467642,465,0.128702245
22.73305324,114.2761711,77.09116213,466,0.129594143
22.73305324,114.2761711,77.09116213,467,0.129199316
22.73310324,114.2772374,77.12627181,468,0.130881565
22.7331071,114.2526879,76.31491629,469,0.126348929
22.73315615,114.2976629,77.80627245,470,0.126617761
22.73319874,114.2894757,77.53282567,471,0.126376233
22.7333086,114.2943071,77.69334808,472,0.131955205
22.73335327,114.271844,76.94598936,473,0.129370079
22.73337445,114.2775156,77.13398064,474,0.127325307
22.73350323,114.2839298,77.34643387,475,0.129555721
22.73354498,114.2417163,75.95252934,476,0.128236467
22.73382656,114.2614129,76.59839625,477,0.131862705
22.73385612,114.2613534,76.59626836,478,0.129902278
22.73389406,114.2396681,75.88363935,479,0.128936701
22.73389406,114.2396681,75.88363935,480,0.12718791
22.73391699,114.2351752,75.73679147,481,0.133530579
22.73393225,114.2489042,76.18603749,482,0.126953265
22.73393225,114.2489042,76.18603749,483,0.131225808
22.7341151,114.2769129,77.1098332,484,0.126868681
22.73412088,114.2814727,77.26126334,485,0.132950082
22.7341565,114.2745946,77.03268981,486,0.12858414
22.7342148,114.2613771,76.59507504,487,0.127003727
22.73434232,114.2359449,75.75962087,488,0.12601238
22.7344423,114.2863836,77.42285139,489,0.12726638
22.73456321,114.2748302,77.03824927,490,0.130919849
22.73456648,114.2711724,76.91699762,491,0.130012244
22.73466108,114.3832577,80.68703295,492,0.13124403
22.73490154,114.2830585,77.3096593,493,0.129367618
22.73516654,114.2926211,77.62671016,494,0.126990054
22.73526214,114.2839997,77.33897987,495,0.128542744
22.73530136,114.2840665,77.34098864,496,0.132953296
22.73533826,114.2594777,76.5262902,497,0.125962258
22.73533826,114.2594777,76.5262902,498,0.128066108
22.73533826,114.2594777,76.5262902,499,0.126759618
22.73542986,114.2607239,76.5668947,500,0.127359927
22.7355461,114.2705996,76.89266621,501,0.130454854
22.73556427,114.2758378,77.066179,502,0.130047872
22.73563279,114.2781459,77.14240674,503,0.151073204
22.735718,114.262801,76.63388405,504,0.127379254
22.73574677,114.2728672,76.9666916,505,0.12865981
22.73581545,114.2735094,76.98760227,506,0.130335507
22.73597693,114.2767908,77.09555565,507,0.125890916
22.736345,114.29276,77.6248848,508,0.128182976
22.73635537,114.2619332,76.60182157,509,0.127732239
22.73636566,114.2858926,77.39594426,510,0.132032102
22.73652626,114.2751445,77.03797313,511,0.130091985
22.73658843,114.2961774,77.73761271,512,0.126987858
22.73658843,114.2961774,77.73761271,513,0.127419269
22.73720479,114.2541654,76.34140939,514,0.127464694
22.73756811,114.2823889,77.27293319,515,0.133191909
22.73792076,114.2811252,77.22906068,516,0.125948983
22.73801302,114.2815155,77.24154143,517,0.128701663
22.73801302,114.2815155,77.24154143,518,0.130086606
22.73806842,114.2664469,76.74182657,519,0.12633124
22.73815392,114.2569106,76.42679772,520,0.126768569
22.73832325,114.2906521,77.54398079,521,0.128910976
22.73836674,114.264899,76.68912568,522,0.129755618
22.73841361,114.2769492,77.08780279,523,0.128701863
22.73875387,114.2830791,77.28961163,524,0.128397723
22.73898721,114.2916941,77.57521623,525,0.141901785
22.73946157,114.261629,76.57555104,526,0.130531173
22.73970463,114.2927071,77.60524562,527,0.138339825
22.74031987,114.2862907,77.38830615,528,0.126727391
22.74101327,114.2678781,76.77402556,529,0.130096082
22.74120498,114.2878247,77.43483738,530,0.129487838
22.74121631,114.2620083,76.57920378,531,0.129820861
22.74160353,114.2875816,77.42472239,532,0.130630949
22.74214041,114.2634722,76.62291693,533,0.126943499
22.74288185,114.2883525,77.44398043,534,0.12655952
22.74551648,114.2744633,76.96995397,535,0.126571034
22.74551648,114.2744633,76.96995397,536,0.128826707
22.74551648,114.2744633,76.96995397,537,0.126789968
22.746174,114.285869,77.34537468,538,0.125458551
22.74655125,114.2697451,76.8089972,539,0.126813785
22.74679997,114.2814093,77.19425145,540,0.130025948
