纬度,经度,任务标价,任务号码,距离
23.42593571,113.2069002,42.09752065,137,0.214322635
23.39841078,113.2515307,54.93658244,138,0.215
23.09692801,113.239735,75.0580018,139,0.138
23.09148799,113.3284273,52.71041228,140,0.268966247
23.40649056,113.1696376,45.06663083,141,0.222
23.09607278,113.2727758,72.89968865,142,0.152670935
23.11405394,113.2681623,76.90303406,143,0.13
23.09183962,113.3619081,73.98565988,144,0.136810576
23.07067705,113.3229415,75.53973011,145,0.138215546
23.07510661,113.3568718,72.11488379,146,0.146651491
23.01318883,113.3974408,56.95069401,147,0.182926438
22.94769326,113.3646495,51.59870479,148,0.279366656
23.02530823,113.320987,65.53784416,149,0.19054875
22.8123289,113.4166339,41.42555759,150,0.232206414
22.96639568,113.4186506,55.9263889,151,0.2
22.99106044,113.4052447,55.01472761,152,0.188
23.02170016,113.3574494,68.5231147,153,0.161
23.00743132,113.3201755,70.71896954,154,0.16
22.95509581,113.4056567,39.48461863,155,0.289473033
22.96481939,113.3565805,65.33784051,156,0.186
22.9769575,113.3270731,64.10381359,157,0.192561148
22.95705294,113.4238473,55.3585018,158,0.205
22.95454492,113.3451482,67.87351793,159,0.189
22.92265134,113.3754902,63.64734051,160,0.21
23.05399472,113.2699138,74.19746954,161,0.142
23.55181548,113.5958009,6.227540098,162,0.27439036
22.96950879,113.3827743,55.63106632,163,0.191
23.56341133,113.5803848,23.1130018,164,0.179
23.62547628,113.4313956,54.58845341,165,0.228
23.87839806,113.5397114,2.901421154,166,0.282
23.72311773,113.739427,27.59080825,167,0.213
23.81610767,113.9579294,158.2740824,168,0
23.23158622,113.2643764,72.16703406,169,0.151
23.21679705,113.2820116,68.42796502,170,0.1787254
23.33943956,113.3043908,65.36565876,171,0.203486184
23.24164966,113.3111818,72.52044363,172,0.154220122
23.17268536,113.2829081,77.41653406,173,0.132
23.17868393,113.2507533,73.11910279,174,0.153127743
23.23520202,113.2795687,66.75962795,175,0.184415632
23.1849417,113.2348931,73.32437673,176,0.149857711
23.19594129,113.3351413,70.38146144,177,0.174091595
23.21883896,113.2348382,69.21085651,178,0.167540262
23.22702087,113.3097023,73.89879617,179,0.150137737
23.15804239,113.2287118,74.44438439,180,0.143282672
23.15334517,113.2396818,75.82987277,181,0.136
23.17281527,113.3224149,77.60884051,182,0.132
23.161857,113.2676472,77.54856632,183,0.13
23.15645038,113.2549363,76.87706632,184,0.133
22.67057736,113.8735894,89.88267922,185,0.175
22.58781321,113.9729021,93.42693728,186,0.15
22.57204653,114.1188134,89.56514696,187,0.146
23.27373214,113.3010978,70.08782438,188,0.164
23.30001769,113.3624018,64.71599305,189,0.184859684
23.0977449,113.6586004,35.17519014,190,0.216525411
23.12928955,113.6604402,31.88987277,191,0.211
23.18246071,113.3497966,76.98917922,192,0.138
22.77665396,113.5933558,61.19387277,193,0.222
22.64946304,113.6129849,88.60334051,194,0.235
23.12377022,113.2558191,74.84930731,195,0.141689494
23.446661,113.2201755,47.12706632,196,0.209
23.08068204,113.2757904,76.06505019,197,0.132
23.44202252,113.3293391,41.87915764,198,0.21492384
23.37803295,113.2569259,59.52019535,199,0.213
23.40329889,113.2398514,53.14596954,200,0.213
23.43115969,113.4254505,31.2368889,201,0.232
22.84110685,113.3474867,66.74633425,202,0.240330135
22.97556192,113.4972296,46.2356147,203,0.217
22.91229115,113.3507636,62.32722761,204,0.21
22.89445321,113.4096635,55.2500018,205,0.223
23.15655948,113.2149279,73.9220018,206,0.146
23.45457434,113.4983044,41.10871148,207,0.238
23.2516148,113.2923559,71.25272761,208,0.156
23.28119075,113.2376396,67.72175986,209,0.178
23.25840064,113.2999763,71.10690503,210,0.158
23.47484287,113.1908172,58.34725986,211,0.213
22.52619876,113.9892211,89.2493889,212,0.166
22.54962983,114.1107342,85.76326928,213,0.165516653
22.72286461,114.2445007,90.98708244,214,0.179
22.56778253,114.1781275,84.26751793,215,0.166
22.54938063,114.0502177,89.60148567,216,0.152
22.5342988,114.0317449,89.92132438,217,0.157
22.57872798,114.4936096,59.25040503,218,0.25
22.74040934,113.7890795,71.64332438,219,0.187
22.70528903,114.1403154,85.85977599,220,0.167
22.5382642,114.0658681,88.67624374,221,0.153
23.14339098,113.6011789,31.0660018,222,0.22
23.12003249,113.2890606,77.9065018,223,0.126
23.16432044,113.2431433,75.68924374,224,0.137
23.19261282,113.2709709,74.23705755,225,0.147417054
22.94295695,113.3934216,53.60916309,226,0.202
23.00744737,113.126665,60.15281528,227,0.227848295
23.04490751,113.7884342,53.32493728,228,0.18
23.03110201,113.1230545,60.75428277,229,0.203865696
22.77759139,113.7516813,57.6993889,230,0.188
22.72103752,114.1790518,83.86051793,231,0.169
22.81230491,114.1729882,87.46780825,232,0.206
22.801073,113.7618106,64.9973889,233,0.184
23.05595171,113.871321,50.4250018,234,0.182
22.91692471,113.6433026,53.08613083,235,0.212
22.87739958,114.1275908,83.65566309,236,0.218
23.0638483,113.7979535,49.14654662,237,0.182042139
23.01252,113.6837864,46.02576516,238,0.201133315
23.05937338,113.6630432,39.25592954,239,0.212023816
23.04621219,113.7137969,43.56474511,240,0.199917594
23.08542731,113.6936712,39.25655019,241,0.198
22.85569125,114.1537453,84.25554626,242,0.217552625
22.80544018,113.8238665,64.12574374,243,0.19
22.82232789,113.7424637,64.89413083,244,0.181
22.84690957,114.1698857,79.67132592,245,0.24724688
23.00567603,113.7076519,48.24967922,246,0.189
23.06150979,113.8311536,46.21902942,247,0.195474001
22.84478414,113.6454694,50.29580825,248,0.207
22.85171477,113.6315449,48.67935664,249,0.212
22.86139706,113.8539976,68.56179212,250,0.191
22.81999228,113.8075695,59.96464935,251,0.198323952
22.79453047,114.1587138,82.42931896,252,0.201911471
22.80293001,113.7867381,59.97941441,253,0.198282685
22.99976995,113.6180415,43.84589484,254,0.221991414
22.78194679,113.7655788,57.93025068,255,0.191042815
22.95998261,113.0474105,67.81779212,256,0.212
23.05170834,113.8429711,53.68953406,257,0.182
22.98924612,113.7707224,60.07532384,258,0.186631096
23.07829135,113.7987384,46.05269535,259,0.179
23.06086847,113.7707792,44.26388243,260,0.189398357
22.79824733,114.0629971,81.11124972,261,0.207361149
23.04845541,113.5499061,41.48187277,262,0.215
22.7958979,113.7978335,60.72759857,263,0.19
23.05813794,113.740645,42.90936832,264,0.197292251
23.01783954,113.8233686,59.21446954,265,0.18
23.05998235,113.8125081,49.12491121,266,0.188698328
22.96936454,113.8966138,62.98456632,267,0.19
23.01373009,113.7641899,50.75262283,268,0.190971629
22.99522565,113.8000233,58.68593728,269,0.181
22.99029015,113.7287593,54.51208531,270,0.197692599
23.02928986,113.8057641,53.79522714,271,0.183636245
22.97375406,113.7324512,55.90051736,272,0.191856358
22.94265651,113.6766003,53.72545046,273,0.205700403
22.84690904,113.2600622,58.73090898,274,0.293712818
23.17934885,112.8994031,60.15772761,275,0.22
23.17455266,113.0688513,56.35945341,276,0.212
23.17790378,112.8772974,57.94147788,277,0.217655461
23.16775974,112.9049155,51.13012114,278,0.271475832
23.26100515,113.0241886,59.53592723,279,0.244039601
23.07057951,112.8445408,56.89830825,280,0.222
22.90306802,112.8903583,48.99105238,281,0.262663313
23.0386685,113.2034172,69.3106147,282,0.163
23.20373189,113.1673911,66.39192978,283,0.186634952
22.88341588,113.2209519,69.00552734,284,0.231864532
23.18828575,113.2051584,70.98525986,285,0.159
23.10397926,113.181869,61.73622956,286,0.219341887
23.14652972,113.1085661,56.14520676,287,0.230210842
23.12232763,113.1914852,71.00567922,288,0.157
23.10435408,113.1991211,71.80021148,289,0.153
23.18585718,113.0927552,57.87663083,290,0.208
23.06540012,113.1366299,64.07087786,291,0.194980383
23.04365045,112.9237661,65.9921853,292,0.20369442
22.83661574,113.0000318,53.66616309,293,0.207
23.00707365,113.008964,74.0330018,294,0.209
22.95343786,112.9712874,67.56687277,295,0.191
23.07826539,113.0413813,69.70846954,296,0.21
23.11360001,113.0152889,70.68951793,297,0.215
23.06813432,113.1555297,67.90543979,298,0.177707545
23.03863041,113.1704547,68.4538889,299,0.174
23.15666359,112.9049408,60.93614696,300,0.219
23.06553114,113.058598,69.18056482,301,0.220597075
23.0723988,113.0896832,58.73080825,302,0.198
23.04042881,113.1526716,62.80395364,303,0.200254306
23.06817647,112.9707635,73.18656632,304,0.207
22.98493405,113.0169408,70.18029968,305,0.216755153
23.0968614,113.041882,70.41974374,306,0.21
23.01479481,113.1651816,65.62877599,307,0.181
22.82452268,112.6832583,55.9018889,308,0.209
23.04112492,113.1373402,64.47613083,309,0.185
23.00022308,113.1080614,74.13767922,310,0.198
23.03717362,113.0888604,70.48043439,311,0.207914215
23.00573639,112.9707899,70.03622761,312,0.194
23.03803167,113.0665374,65.21488094,313,0.237353733
22.94081692,113.0626781,66.68827599,314,0.214
23.04074813,113.1080087,61.99292331,315,0.208532749
23.00330638,113.0678051,70.90269951,316,0.210539474
23.02357753,113.1398319,62.76941509,317,0.193553235
22.9908325,113.0723102,71.17601793,318,0.207
23.04461336,113.1233943,62.81285473,319,0.195904784
22.91452474,113.6760975,54.4948889,320,0.197
23.00959174,113.0879026,71.18413116,321,0.208553796
22.97994563,114.0020847,71.81917922,322,0.202
23.0103936,113.1462973,66.55693728,323,0.189
23.08043298,113.9678196,59.76914696,324,0.179
22.9395735,113.9454136,64.1686976,325,0.228365906
22.97892268,113.956267,62.47801793,326,0.199
22.83110817,113.7801718,66.53814696,327,0.184
22.72831758,114.1967043,86.37382438,328,0.176
22.78108249,114.0574014,83.35853406,329,0.196
23.04883737,113.8557656,53.9953889,330,0.184
22.92370379,113.6660873,53.35603645,331,0.208022517
22.8387028,113.7066879,60.70414696,332,0.186
23.03001653,113.8322916,56.78177659,333,0.183914563
22.79029494,114.1054751,80.55361299,334,0.206702833
22.96921119,113.7638371,61.11408244,335,0.182
22.76781337,114.0421691,84.7105018,336,0.19
23.05232028,113.7557533,46.09304073,337,0.186397332
22.82079007,113.6796147,54.38804105,338,0.204732699
22.88245435,114.0068175,78.47867922,339,0.211
22.7406896,114.1664449,83.6555018,340,0.175
22.96547337,114.1542792,78.12501793,341,0.213
22.70012705,114.1761911,83.60931536,342,0.171140892
22.96920507,114.1741551,76.38721148,343,0.218
23.03504106,113.8561107,55.89945341,344,0.183
23.10214598,113.8030771,38.95672761,345,0.177
23.02594597,113.8441134,54.97721964,346,0.196238627
22.85749276,113.0533036,62.96907195,347,0.195426122
22.84851008,113.1870299,70.11527599,348,0.219
22.9138949,113.2240878,70.81016309,349,0.203
22.9652963,113.2460732,66.14740503,350,0.182
22.87852312,113.0553623,66.28937277,351,0.197
22.71060013,113.1648239,62.09992005,352,0.222955221
22.80363066,113.2523984,65.76906632,353,0.223
22.72036334,113.1550942,59.97230825,354,0.212
22.76789967,113.2924173,62.11046954,355,0.218
22.84690063,113.2779749,71.69148567,356,0.223
22.90953334,113.1809251,72.8451147,357,0.208
22.93017212,113.2183671,65.18430825,358,0.2
22.86519656,113.1391115,67.89720781,359,0.2207514
22.82250546,113.2418331,69.12424374,360,0.224
23.12783847,113.0132887,70.46901568,361,0.219274643
23.10103232,113.2116872,72.99545341,362,0.148
22.80574632,113.2755918,66.95922761,363,0.224
22.81782912,113.7288782,63.02680825,364,0.181
22.91334578,113.6256759,52.17085664,365,0.216
23.10425851,113.8644239,30.15034051,366,0.173
23.25434329,113.1416733,60.42240503,367,0.202
22.80245564,113.7431075,61.49094779,368,0.192855835
23.23030674,113.0858415,57.60033326,369,0.226891004
23.03509621,113.215227,69.92474374,370,0.161
23.06712166,113.711025,42.40634051,371,0.191
22.96894263,113.9857532,75.04101793,372,0.204
22.8249516,114.1473047,87.0091147,373,0.208
23.0631542,113.1065196,61.93010932,374,0.197341441
22.91789735,114.0148092,76.11284051,375,0.213
23.08104008,113.8751182,40.83244161,376,0.180913224
23.10702697,113.8223898,35.34895159,377,0.183040658
22.88864948,113.6687951,53.21114696,378,0.2
23.02147069,113.9767303,68.35696954,379,0.187
22.84158065,113.9837534,79.49701793,380,0.207
22.80193697,113.7215484,62.48824374,381,0.183
23.00078427,113.9509232,58.38572761,382,0.194
22.74612213,114.1415771,82.79901931,383,0.185014108
22.8291523,113.7347647,64.06798567,384,0.179
23.02506148,114.1035973,75.43666309,385,0.197
22.87660886,113.675044,52.65932438,386,0.196
22.83586295,114.1128578,81.39780825,387,0.211
23.00561717,113.9381655,55.41908244,388,0.194
22.76676047,113.2629498,59.98013083,389,0.221
22.88479945,113.2589542,70.3998889,390,0.214
22.95119214,113.2670328,68.24080825,391,0.185
22.78360392,113.2915659,62.86413083,392,0.22
22.98965586,113.8897387,59.82406632,393,0.186
22.83399226,114.0968097,81.80127599,394,0.21
23.22113868,112.9248459,60.20284051,395,0.228
23.02429369,113.7913009,56.66275986,396,0.181
22.97049574,113.9193364,62.21572761,397,0.195
23.02941462,113.9955167,66.24482438,398,0.191
23.11759803,113.8836368,22.67687277,399,0.172
22.962945,113.6786409,54.40556632,400,0.198
23.05983215,113.5872324,34.41209857,401,0.219
23.04235254,113.7318371,46.7331147,402,0.186
22.80869811,114.1002264,81.03380825,403,0.205
23.04229567,113.8077758,51.85584051,404,0.18
23.00371616,113.881268,58.46296954,405,0.185
23.00877683,113.7381856,51.12966309,406,0.186
22.93815956,113.8870409,66.18027599,407,0.189
23.0832246,113.7285264,40.17317922,408,0.189
22.91669305,114.0248715,75.84805019,409,0.213
23.02609965,113.746608,49.84074374,410,0.186
23.07328362,114.0234467,54.51492115,411,0.19
23.08636883,113.9505344,53.49234051,412,0.174
22.98807885,114.0208579,68.79685664,413,0.198
23.06054897,112.921919,66.45808059,414,0.202053027
22.99587084,113.7621434,56.79059857,415,0.182
22.9100356,113.8479784,65.65893735,416,0.189657715
23.11388996,112.9302375,65.84757702,417,0.206350592
23.12358718,113.1648355,69.40945341,418,0.17
23.06812838,113.0255363,68.3023889,419,0.21
23.09724421,113.7523577,36.78719535,420,0.185
23.19885366,113.1851605,70.16440503,421,0.169
23.11348591,113.1225599,58.33340406,422,0.227352268
22.80256864,113.2873979,65.25621148,423,0.224
22.93595157,113.8990852,66.83234051,424,0.193
23.11458393,113.8613142,26.20282438,425,0.173
22.9097662,114.0740398,81.3940018,426,0.219
23.11465325,113.8369654,32.56127599,427,0.174
23.03909825,113.7731777,50.02443728,428,0.181
22.9644894,113.0927511,66.52117949,429,0.231519954
22.88967401,113.081987,66.3938889,430,0.212
22.96049969,113.1071838,72.2686147,431,0.205
22.78982133,113.1641039,56.37077599,432,0.222
22.99456666,113.1409256,66.22492115,433,0.195
22.94563836,113.0900415,68.27005019,434,0.211
23.12341113,113.1517748,68.35232438,435,0.175
22.8332624,113.2801516,71.50666309,436,0.225
22.81467597,113.8277312,61.2923889,437,0.192
23.12329431,113.1103823,63.17066309,438,0.194
